Basic gauge opt: block took 27.875412404002418 seconds
         14211123 function calls (14072031 primitive calls) in 29.074 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 vega_renderer.py:8(VegaRenderer)
        2    0.000    0.000    0.000    0.000 rcsetup.py:482(validate_negative_linestyle_legacy)
        3    0.000    0.000    0.000    0.000 gateset.py:184(get_basis_name)
        1    0.000    0.000    0.000    0.000 _multivariate.py:208(multi_rv_frozen)
        3    0.000    0.000    0.000    0.000 rcsetup.py:449(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2077(White)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 interpolate.py:2189(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 cbook.py:350(_BoundMethodProxy)
        3    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.000    0.000 adapters.py:52(BaseAdapter)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 controls.py:419(BufferControl)
        1    0.000    0.000    0.000    0.000 threading.py:237(__enter__)
        1    0.000    0.000    0.000    0.000 _pslinux.py:528(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4337(rayleigh_gen)
        5    0.000    0.000    0.000    0.000 events.py:82(_define_event)
        1    0.000    0.000    0.000    0.000 plotly.py:681(image)
        1    0.000    0.000    0.000    0.000 reactive.py:48(_IntegerFromCallable)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 string.py:174(Formatter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:375(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:1121(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:664(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 ssl.py:325(_ASN1Object)
       10    0.000    0.000    0.000    0.000 case.py:1306(_deprecate)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 traitlets.py:188(parse_notifier_name)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 gatestring.py:16(GateString)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        4    0.000    0.000    0.000    0.000 __init__.py:1086(append)
        1    0.000    0.000    0.000    0.000 request.py:2304(ftpwrapper)
        1    0.000    0.000    0.000    0.000 html.py:102(HtmlFormatter)
        6    0.000    0.000    0.000    0.000 patches.py:1738(<listcomp>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:357(BackgroundJobBase)
        1    0.000    0.000    0.000    0.000 text.py:93(SList)
        1    0.000    0.000    0.000    0.000 dviread.py:493(Vf)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3042(Combine)
        1    0.000    0.000    0.000    0.000 backend_tools.py:411(ToolYScale)
        1    0.000    0.000    0.000    0.000 os.py:1046(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1322(MaxNLocator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3550(Each)
        1    0.000    0.000    0.000    0.000 magic.py:462(Magics)
        1    0.000    0.000    0.000    0.000 core.py:7764(_convert2ma)
        8    0.000    0.000    0.000    0.000 six.py:73(_add_doc)
        1    0.000    0.000    0.000    0.000 core.py:6275(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:934(DefaultHandler)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _multivariate.py:255(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 buffer.py:42(AcceptAction)
        1    0.000    0.000    0.000    0.000 cbook.py:1648(Grouper)
        1    0.000    0.000    0.000    0.000 tempdir.py:128(TemporaryWorkingDirectory)
        1    0.000    0.000    0.000    0.000 transforms.py:2621(ScaledTranslation)
        7    0.000    0.000    0.000    0.000 relativedelta.py:17(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(is_interactive)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        3    0.000    0.000    0.000    0.000 utils.py:327(template_doc)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:36(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        1    0.000    0.000    0.000    0.000 error.py:23(URLError)
        1    0.000    0.000    0.000    0.000 selectors.py:29(SelectorError)
        1    0.000    0.000    0.000    0.000 data.py:123(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 capture.py:23(RichOutput)
        1    0.000    0.000    0.000    0.000 kdtree.py:77(Rectangle)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 _ode.py:1051(dop853)
        1    0.000    0.000    0.000    0.000 expect.py:208(searcher_re)
        1    0.000    0.000    0.000    0.000 function_base.py:2047(vectorize)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 controls.py:38(UIControl)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 ticker.py:285(FixedFormatter)
        3    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2264(ParseExpression)
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 reportables.py:23(ReportableQty)
        1    0.000    0.000    0.000    0.000 context.py:269(SpawnProcess)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3080(postParse)
        2    0.000    0.000    0.000    0.000 rcsetup.py:737(validate_cycler)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:105(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 alias.py:121(Alias)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 coloransi.py:175(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:584(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 connection.py:70(HTTPConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:95(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 backend_tools.py:328(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 tz.py:494(tzrange)
        1    0.000    0.000    0.000    0.000 __init__.py:195(UTC)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
        1    0.000    0.000    0.000    0.000 gate.py:530(StaticGate)
        1    0.000    0.000    0.000    0.000 interpolate.py:817(PPoly)
        1    0.000    0.000    0.000    0.000 results.py:25(Estimate)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 _multivariate.py:2156(invwishart_gen)
        1    0.000    0.000    0.000    0.000 case.py:1328(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 base.py:32(Clipboard)
        1    0.000    0.000    0.000    0.000 py3compat.py:190(_print_statement_sub)
        1    0.000    0.000    0.000    0.000 utils.py:1612(WarningManager)
        2    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
        1    0.000    0.000    0.000    0.000 cache.py:75(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2504(BoundArguments)
        1    0.000    0.000    0.000    0.000 _multivariate.py:672(matrix_normal_gen)
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 mathtext.py:3057(MathTextParser)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 auth.py:100(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 cookies.py:484(BaseCookie)
        1    0.000    0.000    0.000    0.000 workspace.py:1492(NotApplicable)
        1    0.000    0.000    0.000    0.000 bdb.py:478(Breakpoint)
        1    0.000    0.000    0.000    0.000 workspace.py:1669(WorkspacePlot)
        1    0.000    0.000    0.000    0.000 arrayprint.py:528(FloatFormat)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 callbacks.py:10(EventLoopCallbacks)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 gate.py:761(FullyParameterizedGate)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:830(CookiePolicy)
        1    0.000    0.000    0.000    0.000 mathtext.py:1307(Char)
        1    0.000    0.000    0.000    0.000 os.py:1062(__getattr__)
        1    0.000    0.000    0.000    0.000 transforms.py:58(TransformNode)
        3    0.000    0.000    0.000    0.000 _cm.py:98(get_color_function)
        1    0.000    0.000    0.000    0.000 pretty.py:315(RepresentationPrinter)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        6    0.000    0.000    0.000    0.000 magic.py:138(validate_type)
        1    0.000    0.000    0.000    0.000 ptutils.py:23(IPythonPTCompleter)
        1    0.000    0.000    0.000    0.000 display.py:826(Video)
        2    0.000    0.000    0.000    0.000 sre_parse.py:92(checkgroup)
        1    0.000    0.000    0.000    0.000 containers.py:1621(ConditionalContainer)
        1    0.000    0.000    0.000    0.000 client.py:1293(IncompleteRead)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 core.py:818(_DomainTan)
        1    0.000    0.000    0.000    0.000 renderer.py:227(Renderer)
       16    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:790(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:191(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:533(asList)
        1    0.000    0.000    0.000    0.000 _process_posix.py:43(ProcessHandler)
        1    0.000    0.000    0.000    0.000 base.py:16(Filter)
       14    0.000    0.000    0.000    0.000 utils.py:32(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:850(HTTPPasswordMgrWithPriorAuth)
        4    0.000    0.000    0.000    0.000 pyparsing.py:434(__len__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:788(ToolPan)
        1    0.000    0.000    0.000    0.000 input.py:59(StdinInput)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1497(MouseEvent)
        1    0.000    0.000    0.000    0.000 __init__.py:265(__init__)
        1    0.000    0.000    0.000    0.000 display.py:14(Audio)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 ultratb.py:1270(FormattedTB)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3144(lognorm_gen)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 argparse.py:1196(Namespace)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3285(<lambda>)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        3    0.000    0.000    0.000    0.000 sentinel.py:8(__init__)
        1    0.000    0.000    0.000    0.000 screen.py:21(Char)
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2156(LineStart)
        1    0.000    0.000    0.000    0.000 case.py:1386(_SubTest)
        1    0.000    0.000    0.000    0.000 threading.py:1205(_DummyThread)
        1    0.000    0.000    0.000    0.000 _ode.py:966(dopri5)
        1    0.000    0.000    0.000    0.000 compilerop.py:69(CachingCompiler)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 colors.py:669(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 dates.py:1339(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:168(ExecutionResult)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 interface.py:980(_InterfaceEventLoopCallbacks)
        1    0.000    0.000    0.000    0.000 display.py:514(JSON)
        8    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:320(VersionConflict)
        4    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 profiler.py:382(__setstate__)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _tokenize_py3.py:74(any)
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 ssl.py:353(SSLContext)
        1    0.000    0.000    0.000    0.000 utils.py:1881(clear_and_catch_warnings)
        3    0.000    0.000    0.000    0.000 traitlets.py:216(__call__)
        1    0.000    0.000    0.000    0.000 traitlets.py:1525(Type)
        1    0.000    0.000    0.000    0.000 ticker.py:943(Locator)
        1    0.000    0.000    0.000    0.000 selectors.py:287(SelectSelector)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 traitlets.py:1733(This)
        1    0.000    0.000    0.000    0.000 collections.py:1023(StarPolygonCollection)
